country,year,avg_temperature
Country_63,1996,13.43
Country_63,1997,13.42
Country_63,1998,13.25
Country_63,1999,13.62
Country_63,2000,13.59
Country_63,2001,13.69
Country_63,2002,13.84
Country_63,2003,13.16
Country_63,2004,13.64
Country_63,2005,13.51
Country_63,2006,13.49
Country_63,2007,13.33
Country_63,2008,13.69
Country_63,2009,13.82
Country_63,2010,13.97
Country_63,2011,14.08
Country_63,2012,14.09
Country_63,2013,14.47
Country_63,2014,14.18
Country_63,2015,13.56
Country_63,2016,13.36
Country_63,2017,14.27
Country_63,2018,13.49
Country_63,2019,13.44
Country_63,2020,14.26
Country_63,2021,13.81
Country_63,2022,14.17
Country_63,2023,14.05
Country_64,1900,14.02
Country_64,1901,13.38
Country_64,1902,13.73
Country_64,1903,13.97
Country_64,1904,13.95
Country_64,1905,14.04
Country_64,1906,13.57
Country_64,1907,13.71
Country_64,1908,13.36
Country_64,1909,14.29
Country_64,1910,13.01
Country_64,1911,13.16
Country_64,1912,13.49
Country_64,1913,13.17
Country_64,1914,13.83
Country_64,1915,13.98
Country_64,1916,13.89
Country_64,1917,13.92
Country_64,1918,14.05
Country_64,1919,13.79
Country_64,1920,14.13
Country_64,1921,14.31
Country_64,1922,13.53
Country_64,1923,13.63
Country_64,1924,14.2
Country_64,1925,14.43
Country_64,1926,13.67
Country_64,1927,14.02
Country_64,1928,13.96
Country_64,1929,14.01
Country_64,1930,14.35
Country_64,1931,14.2
Country_64,1932,14.31
Country_64,1933,13.97
Country_64,1934,13.75
Country_64,1935,14.4
Country_64,1936,14.72
Country_64,1937,13.48
Country_64,1938,13.88
Country_64,1939,14.48
Country_64,1940,14.05
Country_64,1941,14.42
Country_64,1942,13.69
Country_64,1943,15.07
Country_64,1944,14.4
Country_64,1945,15.05
Country_64,1946,14.27
Country_64,1947,14.43
Country_64,1948,14.46
Country_64,1949,14.22
Country_64,1950,14.27
Country_64,1951,14.68
Country_64,1952,14.69
Country_64,1953,14.68
Country_64,1954,15.25
Country_64,1955,14.23
Country_64,1956,14.43
Country_64,1957,14.46
Country_64,1958,14.91
Country_64,1959,14.5
Country_64,1960,14.3
Country_64,1961,14.51
Country_64,1962,13.99
Country_64,1963,14.64
Country_64,1964,14.62
Country_64,1965,13.96
Country_64,1966,14.36
Country_64,1967,14.23
Country_64,1968,14.88
Country_64,1969,15.1
Country_64,1970,14.86
Country_64,1971,14.68
Country_64,1972,14.42
Country_64,1973,14.49
Country_64,1974,14.63
Country_64,1975,14.57
Country_64,1976,14.92
Country_64,1977,14.86
Country_64,1978,14.84
Country_64,1979,14.73
Country_64,1980,14.99
Country_64,1981,14.66
Country_64,1982,14.66
Country_64,1983,15.31
Country_64,1984,14.96
Country_64,1985,14.97
Country_64,1986,14.89
Country_64,1987,15.18
Country_64,1988,14.65
Country_64,1989,15.16
Country_64,1990,15.08
Country_64,1991,14.56
Country_64,1992,14.91
Country_64,1993,15.26
Country_64,1994,15.26
Country_64,1995,14.91
Country_64,1996,15.03
Country_64,1997,14.91
Country_64,1998,14.86
Country_64,1999,14.73
Country_64,2000,14.91
Country_64,2001,15.45
Country_64,2002,15.72
Country_64,2003,15.4
Country_64,2004,14.93
Country_64,2005,15.37
Country_64,2006,15.16
Country_64,2007,15.42
Country_64,2008,15.8
Country_64,2009,15.13
Country_64,2010,14.64
Country_64,2011,15.26
Country_64,2012,15.59
Country_64,2013,14.79
Country_64,2014,14.97
Country_64,2015,15.17
Country_64,2016,15.64
Country_64,2017,15.36
Country_64,2018,14.94
Country_64,2019,14.51
Country_64,2020,15.35
Country_64,2021,15.03
Country_64,2022,15.54
Country_64,2023,15.97
Country_65,1900,17.86
Country_65,1901,17.59
Country_65,1902,17.93
Country_65,1903,18.04
Country_65,1904,17.88
Country_65,1905,18.09
Country_65,1906,17.91
Country_65,1907,17.86
Country_65,1908,17.69
Country_65,1909,18.26
Country_65,1910,18.15
Country_65,1911,18.03
Country_65,1912,18.08
Country_65,1913,18.42
Country_65,1914,18.22
Country_65,1915,18.27
Country_65,1916,18.69
Country_65,1917,18.19
Country_65,1918,18.83
Country_65,1919,18.31
Country_65,1920,17.96
Country_65,1921,17.89
Country_65,1922,17.8
Country_65,1923,18.49
Country_65,1924,18.42
Country_65,1925,18.3
Country_65,1926,18.45
Country_65,1927,18.06
Country_65,1928,18.39
Country_65,1929,18.82
Country_65,1930,18.27
Country_65,1931,18.37
Country_65,1932,18.82
Country_65,1933,18.29
Country_65,1934,18.84
Country_65,1935,18.51
Country_65,1936,18.27
Country_65,1937,18.36
Country_65,1938,18.54
Country_65,1939,18.17
Country_65,1940,18.92
Country_65,1941,18.8
Country_65,1942,18.1
Country_65,1943,18.39
Country_65,1944,18.82
Country_65,1945,18.96
Country_65,1946,18.77
Country_65,1947,18.01
Country_65,1948,18.62
Country_65,1949,18.37
Country_65,1950,18.64
Country_65,1951,18.35
Country_65,1952,18.51
Country_65,1953,18.72
Country_65,1954,18.37
Country_65,1955,18.68
Country_65,1956,18.54
Country_65,1957,18.45
Country_65,1958,19.14
Country_65,1959,18.69
Country_65,1960,18.65
Country_65,1961,19.09
Country_65,1962,18.75
Country_65,1963,18.3
Country_65,1964,18.96
Country_65,1965,18.81
Country_65,1966,18.81
Country_65,1967,18.86
Country_65,1968,19.09
Country_65,1969,19.54
Country_65,1970,19.63
Country_65,1971,19.14
Country_65,1972,18.83
Country_65,1973,18.79
Country_65,1974,18.71
Country_65,1975,18.67
Country_65,1976,19.61
Country_65,1977,19.36
Country_65,1978,18.75
Country_65,1979,19.02
Country_65,1980,19.18
Country_65,1981,19.13
Country_65,1982,19.28
Country_65,1983,18.96
Country_65,1984,18.82
Country_65,1985,19.49
Country_65,1986,19.62
Country_65,1987,19.39
Country_65,1988,19.37
Country_65,1989,19.07
Country_65,1990,19.08
Country_65,1991,19.23
Country_65,1992,18.88
Country_65,1993,19.02
Country_65,1994,19.29
Country_65,1995,19.31
Country_65,1996,19.64
Country_65,1997,19.46
Country_65,1998,19.45
Country_65,1999,18.98
Country_65,2000,19.19
Country_65,2001,19.16
Country_65,2002,19.62
Country_65,2003,18.94
Country_65,2004,19.41
Country_65,2005,19.55
Country_65,2006,19.51
Country_65,2007,19.24
Country_65,2008,19.45
Country_65,2009,19.64
Country_65,2010,19.7
Country_65,2011,19.96
Country_65,2012,19.07
Country_65,2013,19.27
Country_65,2014,19.9
Country_65,2015,19.29
Country_65,2016,19.44
Country_65,2017,19.53
Country_65,2018,19.63
Country_65,2019,19.58
Country_65,2020,19.81
Country_65,2021,19.49
Country_65,2022,19.88
Country_65,2023,19.97
Country_66,1900,14.97
Country_66,1901,14.43
Country_66,1902,14.34
Country_66,1903,13.98
Country_66,1904,14.22
Country_66,1905,14.84
Country_66,1906,14.75
Country_66,1907,14.26
Country_66,1908,14.61
Country_66,1909,14.08
Country_66,1910,14.36
Country_66,1911,14.94
Country_66,1912,14.93
Country_66,1913,14.61
Country_66,1914,14.53
Country_66,1915,14.72
Country_66,1916,14.37
Country_66,1917,14.95
Country_66,1918,14.44
Country_66,1919,14.83
Country_66,1920,14.38
Country_66,1921,14.53
Country_66,1922,14.4
Country_66,1923,14.97
Country_66,1924,14.74
Country_66,1925,15.11
Country_66,1926,14.82
Country_66,1927,14.55
Country_66,1928,15.19
Country_66,1929,14.3
Country_66,1930,14.21
Country_66,1931,14.3
Country_66,1932,14.7
Country_66,1933,14.87
Country_66,1934,14.87
Country_66,1935,15.06
Country_66,1936,14.86
Country_66,1937,15.27
Country_66,1938,14.25
Country_66,1939,14.8
Country_66,1940,14.77
Country_66,1941,15.13
Country_66,1942,15.11
Country_66,1943,14.68
Country_66,1944,15.42
Country_66,1945,15.27
Country_66,1946,15.43
Country_66,1947,15.07
Country_66,1948,14.88
Country_66,1949,15.67
Country_66,1950,15.33
Country_66,1951,14.98
Country_66,1952,14.95
Country_66,1953,15.27
Country_66,1954,15.44
Country_66,1955,15.0
Country_66,1956,15.19
Country_66,1957,15.12
Country_66,1958,14.69
Country_66,1959,15.85
Country_66,1960,15.98
Country_66,1961,15.17
Country_66,1962,14.91
Country_66,1963,15.4
Country_66,1964,15.73
Country_66,1965,15.35
Country_66,1966,15.23
Country_66,1967,15.25
Country_66,1968,15.67
Country_66,1969,15.69
Country_66,1970,15.25
Country_66,1971,15.04
Country_66,1972,15.39
Country_66,1973,15.64
Country_66,1974,15.24
Country_66,1975,15.29
Country_66,1976,15.5
Country_66,1977,15.99
Country_66,1978,15.57
Country_66,1979,15.77
Country_66,1980,15.64
Country_66,1981,15.88
Country_66,1982,15.7
Country_66,1983,16.02
Country_66,1984,16.07
Country_66,1985,15.79
Country_66,1986,15.45
Country_66,1987,15.71
Country_66,1988,15.76
Country_66,1989,16.35
Country_66,1990,15.79
Country_66,1991,15.86
Country_66,1992,15.87
Country_66,1993,15.14
Country_66,1994,16.08
Country_66,1995,16.04
Country_66,1996,15.45
Country_66,1997,15.44
Country_66,1998,15.35
Country_66,1999,15.29
Country_66,2000,15.79
Country_66,2001,16.08
Country_66,2002,15.85
Country_66,2003,16.31
Country_66,2004,16.03
Country_66,2005,15.84
Country_66,2006,16.28
Country_66,2007,16.37
Country_66,2008,15.78
Country_66,2009,16.52
Country_66,2010,16.28
Country_66,2011,16.12
Country_66,2012,16.13
Country_66,2013,15.99
Country_66,2014,15.97
Country_66,2015,14.96
Country_66,2016,15.73
Country_66,2017,16.33
Country_66,2018,15.45
Country_66,2019,16.21
Country_66,2020,16.41
Country_66,2021,16.37
Country_66,2022,16.42
Country_66,2023,16.46
Country_67,1900,18.27
Country_67,1901,18.96
Country_67,1902,18.49
Country_67,1903,18.31
Country_67,1904,18.43
Country_67,1905,18.12
Country_67,1906,18.64
Country_67,1907,18.41
Country_67,1908,18.7
Country_67,1909,18.3
Country_67,1910,18.63
Country_67,1911,18.23
Country_67,1912,19.2
Country_67,1913,19.26
Country_67,1914,18.84
Country_67,1915,19.06
Country_67,1916,18.43
Country_67,1917,19.22
Country_67,1918,18.56
Country_67,1919,19.28
Country_67,1920,18.64
Country_67,1921,18.85
Country_67,1922,18.73
Country_67,1923,19.01
Country_67,1924,18.87
Country_67,1925,19.39
Country_67,1926,18.72
Country_67,1927,18.49
Country_67,1928,19.18
Country_67,1929,18.71
Country_67,1930,18.71
Country_67,1931,18.68
Country_67,1932,18.61
Country_67,1933,18.84
Country_67,1934,19.1
Country_67,1935,18.92
Country_67,1936,18.58
Country_67,1937,18.89
Country_67,1938,18.62
Country_67,1939,19.03
Country_67,1940,19.28
Country_67,1941,18.93
Country_67,1942,19.32
Country_67,1943,19.38
Country_67,1944,18.94
Country_67,1945,18.86
Country_67,1946,18.91
Country_67,1947,19.44
Country_67,1948,19.25
Country_67,1949,19.47
Country_67,1950,18.89
Country_67,1951,18.84
Country_67,1952,19.33
Country_67,1953,19.27
Country_67,1954,19.79
Country_67,1955,19.27
Country_67,1956,19.04
Country_67,1957,18.97
Country_67,1958,19.16
Country_67,1959,18.97
Country_67,1960,19.0
Country_67,1961,19.49
Country_67,1962,19.56
Country_67,1963,19.32
Country_67,1964,18.92
Country_67,1965,19.62
Country_67,1966,19.03
Country_67,1967,19.59
Country_67,1968,19.42
Country_67,1969,19.3
Country_67,1970,19.77
Country_67,1971,19.23
Country_67,1972,19.67
Country_67,1973,20.19
Country_67,1974,19.5
Country_67,1975,19.87
Country_67,1976,19.98
Country_67,1977,19.78
Country_67,1978,19.49
Country_67,1979,19.65
Country_67,1980,19.85
Country_67,1981,19.61
Country_67,1982,19.41
Country_67,1983,20.08
Country_67,1984,19.76
Country_67,1985,19.74
Country_67,1986,20.01
Country_67,1987,19.37
Country_67,1988,19.47
Country_67,1989,20.06
Country_67,1990,19.7
Country_67,1991,19.57
Country_67,1992,20.1
Country_67,1993,19.5
Country_67,1994,20.07
Country_67,1995,19.73
Country_67,1996,20.22
Country_67,1997,20.31
Country_67,1998,20.32
Country_67,1999,19.99
Country_67,2000,20.06
Country_67,2001,20.24
Country_67,2002,19.92
Country_67,2003,19.87
Country_67,2004,20.31
Country_67,2005,20.08
Country_67,2006,20.24
Country_67,2007,20.07
Country_67,2008,19.5
Country_67,2009,20.12
Country_67,2010,19.62
Country_67,2011,19.77
Country_67,2012,20.04
Country_67,2013,20.03
Country_67,2014,20.25
Country_67,2015,19.92
Country_67,2016,19.83
Country_67,2017,19.76
Country_67,2018,20.21
Country_67,2019,19.89
Country_67,2020,20.16
Country_67,2021,20.67
Country_67,2022,20.05
Country_67,2023,19.94
Country_68,1900,11.13
Country_68,1901,11.19
Country_68,1902,11.08
Country_68,1903,11.27
Country_68,1904,11.59
Country_68,1905,11.01
Country_68,1906,10.8
Country_68,1907,11.36
Country_68,1908,10.99
Country_68,1909,11.76
Country_68,1910,11.74
Country_68,1911,11.15
Country_68,1912,11.78
Country_68,1913,11.57
Country_68,1914,11.83
Country_68,1915,10.74
Country_68,1916,11.14
Country_68,1917,12.25
Country_68,1918,11.36
Country_68,1919,11.79
Country_68,1920,11.15
Country_68,1921,11.45
Country_68,1922,11.71
Country_68,1923,11.49
Country_68,1924,11.81
Country_68,1925,11.82
Country_68,1926,11.55
Country_68,1927,11.58
Country_68,1928,11.3
Country_68,1929,11.35
Country_68,1930,11.43
Country_68,1931,11.75
Country_68,1932,11.58
Country_68,1933,11.51
Country_68,1934,11.36
Country_68,1935,11.29
Country_68,1936,11.66
Country_68,1937,11.91
Country_68,1938,12.19
Country_68,1939,12.07
Country_68,1940,12.02
Country_68,1941,12.0
Country_68,1942,12.33
Country_68,1943,11.99
Country_68,1944,11.69
Country_68,1945,11.54
Country_68,1946,12.27
Country_68,1947,12.52
Country_68,1948,12.23
Country_68,1949,12.53
Country_68,1950,11.47
Country_68,1951,11.61
Country_68,1952,12.76
Country_68,1953,12.19
Country_68,1954,12.38
Country_68,1955,12.26
Country_68,1956,12.31
Country_68,1957,12.15
Country_68,1958,12.05
Country_68,1959,12.29
Country_68,1960,12.26
Country_68,1961,12.0
Country_68,1962,12.05
Country_68,1963,12.22
Country_68,1964,12.65
Country_68,1965,12.14
Country_68,1966,11.88
Country_68,1967,12.6
Country_68,1968,12.72
Country_68,1969,11.96
Country_68,1970,12.59
Country_68,1971,12.47
Country_68,1972,12.2
Country_68,1973,12.46
Country_68,1974,12.42
Country_68,1975,12.99
Country_68,1976,12.32
Country_68,1977,12.29
Country_68,1978,13.34
Country_68,1979,12.73
Country_68,1980,12.69
Country_68,1981,12.37
Country_68,1982,13.06
Country_68,1983,12.38
Country_68,1984,12.4
Country_68,1985,12.48
Country_68,1986,12.46
Country_68,1987,12.19
Country_68,1988,12.15
Country_68,1989,12.73
Country_68,1990,13.39
Country_68,1991,12.81
Country_68,1992,12.9
Country_68,1993,13.02
Country_68,1994,13.23
Country_68,1995,12.66
Country_68,1996,12.75
Country_68,1997,12.74
Country_68,1998,12.67
Country_68,1999,12.89
Country_68,2000,12.58
Country_68,2001,12.6
Country_68,2002,12.32
Country_68,2003,12.62
Country_68,2004,12.77
Country_68,2005,13.09
Country_68,2006,13.12
Country_68,2007,13.07
Country_68,2008,12.85
Country_68,2009,13.21
Country_68,2010,13.0
Country_68,2011,12.86
Country_68,2012,12.6
Country_68,2013,13.06
Country_68,2014,13.36
Country_68,2015,13.78
Country_68,2016,12.94
Country_68,2017,12.71
Country_68,2018,12.7
Country_68,2019,12.98
Country_68,2020,12.86
Country_68,2021,13.26
Country_68,2022,13.28
Country_68,2023,13.51
Country_69,1900,20.24
Country_69,1901,19.47
Country_69,1902,19.96
Country_69,1903,20.13
Country_69,1904,20.02
Country_69,1905,19.78
Country_69,1906,19.66
Country_69,1907,20.08
Country_69,1908,19.61
Country_69,1909,20.24
Country_69,1910,20.55
Country_69,1911,19.85
Country_69,1912,20.13
Country_69,1913,20.1
Country_69,1914,20.35
Country_69,1915,20.04
Country_69,1916,19.78
Country_69,1917,19.89
Country_69,1918,20.25
Country_69,1919,19.88
Country_69,1920,19.57
Country_69,1921,20.08
Country_69,1922,20.53
Country_69,1923,20.32
Country_69,1924,20.22
Country_69,1925,19.98
Country_69,1926,19.69
Country_69,1927,20.2
Country_69,1928,20.01
Country_69,1929,19.87
Country_69,1930,20.21
Country_69,1931,20.67
Country_69,1932,20.25
Country_69,1933,20.38
Country_69,1934,20.28
Country_69,1935,20.95
Country_69,1936,19.98
Country_69,1937,20.23
Country_69,1938,20.75
Country_69,1939,19.8
Country_69,1940,20.66
Country_69,1941,20.52
Country_69,1942,20.54
Country_69,1943,20.67
Country_69,1944,20.16
Country_69,1945,20.48
Country_69,1946,20.58
Country_69,1947,20.57
Country_69,1948,19.72
Country_69,1949,20.85
Country_69,1950,20.77
Country_69,1951,20.41
Country_69,1952,20.38
Country_69,1953,20.15
Country_69,1954,20.01
Country_69,1955,20.33
Country_69,1956,20.98
Country_69,1957,20.44
Country_69,1958,20.31
Country_69,1959,20.46
Country_69,1960,20.46
Country_69,1961,20.45
Country_69,1962,20.76
Country_69,1963,20.24
Country_69,1964,20.91
Country_69,1965,20.98
Country_69,1966,20.72
Country_69,1967,20.5
Country_69,1968,21.28
Country_69,1969,21.04
Country_69,1970,20.99
Country_69,1971,20.3
Country_69,1972,20.74
Country_69,1973,21.09
Country_69,1974,20.9
Country_69,1975,20.94
Country_69,1976,21.05
Country_69,1977,20.83
Country_69,1978,20.92
Country_69,1979,21.16
Country_69,1980,20.64
Country_69,1981,20.98
Country_69,1982,20.53
Country_69,1983,21.12
Country_69,1984,20.59
Country_69,1985,21.04
Country_69,1986,21.07
Country_69,1987,21.01
Country_69,1988,20.9
Country_69,1989,21.39
Country_69,1990,21.73
Country_69,1991,21.3
Country_69,1992,21.0
Country_69,1993,21.37
Country_69,1994,21.38
Country_69,1995,21.06
Country_69,1996,21.85
Country_69,1997,21.18
Country_69,1998,21.22
Country_69,1999,21.13
Country_69,2000,21.36
Country_69,2001,21.28
Country_69,2002,21.72
Country_69,2003,21.15
Country_69,2004,21.04
Country_69,2005,21.29
Country_69,2006,21.34
Country_69,2007,21.27
Country_69,2008,21.05
Country_69,2009,21.48
Country_69,2010,21.36
Country_69,2011,21.19
Country_69,2012,21.9
Country_69,2013,21.32
Country_69,2014,21.44
Country_69,2015,20.94
Country_69,2016,21.52
Country_69,2017,21.32
Country_69,2018,21.27
Country_69,2019,21.83
Country_69,2020,21.77
Country_69,2021,21.28
Country_69,2022,21.36
Country_69,2023,21.96
Country_70,1900,11.24
Country_70,1901,10.44
Country_70,1902,10.53
Country_70,1903,11.59
Country_70,1904,11.53
Country_70,1905,11.1
Country_70,1906,11.08
Country_70,1907,11.07
Country_70,1908,10.54
Country_70,1909,11.46
Country_70,1910,10.97
Country_70,1911,11.09
Country_70,1912,10.73
Country_70,1913,11.16
Country_70,1914,11.13
Country_70,1915,11.42
Country_70,1916,11.31
Country_70,1917,11.18
Country_70,1918,11.15
Country_70,1919,12.1
Country_70,1920,11.78
Country_70,1921,11.22
Country_70,1922,11.23
Country_70,1923,11.46
Country_70,1924,11.32
Country_70,1925,11.61
Country_70,1926,11.32
Country_70,1927,10.92
Country_70,1928,11.79
Country_70,1929,11.21
Country_70,1930,11.24
Country_70,1931,11.04
Country_70,1932,11.69
Country_70,1933,11.2
Country_70,1934,11.75
Country_70,1935,11.98
Country_70,1936,12.09
Country_70,1937,11.51
Country_70,1938,11.32
Country_70,1939,11.52
Country_70,1940,11.95
Country_70,1941,12.2
Country_70,1942,11.29
Country_70,1943,11.53
Country_70,1944,11.1
Country_70,1945,11.76
Country_70,1946,11.37
Country_70,1947,11.66
Country_70,1948,11.41
Country_70,1949,11.96
Country_70,1950,11.97
Country_70,1951,11.9
Country_70,1952,12.13
Country_70,1953,11.84
Country_70,1954,11.69
Country_70,1955,11.38
Country_70,1956,11.62
Country_70,1957,12.12
Country_70,1958,11.68
Country_70,1959,11.96
Country_70,1960,11.77
Country_70,1961,11.99
Country_70,1962,12.09
Country_70,1963,12.32
Country_70,1964,12.12
Country_70,1965,12.4
Country_70,1966,11.85
Country_70,1967,11.75
Country_70,1968,11.98
Country_70,1969,12.42
Country_70,1970,12.09
Country_70,1971,12.02
Country_70,1972,11.59
Country_70,1973,12.29
Country_70,1974,12.52
Country_70,1975,12.0
Country_70,1976,12.77
Country_70,1977,12.46
Country_70,1978,12.33
Country_70,1979,12.43
Country_70,1980,11.98
Country_70,1981,12.31
Country_70,1982,12.42
Country_70,1983,12.09
Country_70,1984,12.53
Country_70,1985,11.91
Country_70,1986,12.32
Country_70,1987,12.23
Country_70,1988,12.16
Country_70,1989,12.23
Country_70,1990,12.79
Country_70,1991,12.32
Country_70,1992,12.47
Country_70,1993,12.36
Country_70,1994,12.44
Country_70,1995,12.69
Country_70,1996,12.34
Country_70,1997,12.41
Country_70,1998,11.71
Country_70,1999,12.3
Country_70,2000,12.67
Country_70,2001,12.66
Country_70,2002,13.21
Country_70,2003,12.55
Country_70,2004,11.54
Country_70,2005,12.66
Country_70,2006,12.94
Country_70,2007,12.75
Country_70,2008,12.21
Country_70,2009,12.26
Country_70,2010,12.67
Country_70,2011,12.87
Country_70,2012,12.33
Country_70,2013,13.5
Country_70,2014,12.71
Country_70,2015,12.39
Country_70,2016,12.72
Country_70,2017,12.68
Country_70,2018,12.84
Country_70,2019,12.76
Country_70,2020,12.78
Country_70,2021,13.01
Country_70,2022,13.06
Country_70,2023,13.04
Country_71,1900,17.05
Country_71,1901,16.26
Country_71,1902,16.72
Country_71,1903,16.52
Country_71,1904,17.18
Country_71,1905,16.88
Country_71,1906,16.45
Country_71,1907,16.72
Country_71,1908,17.1
Country_71,1909,16.63
Country_71,1910,17.1
Country_71,1911,17.25
Country_71,1912,16.83
Country_71,1913,16.8
Country_71,1914,16.31
Country_71,1915,16.88
Country_71,1916,16.89
Country_71,1917,16.94
Country_71,1918,17.08
Country_71,1919,17.01
Country_71,1920,17.17
Country_71,1921,17.35
Country_71,1922,17.16
Country_71,1923,16.82
Country_71,1924,17.42
Country_71,1925,16.59
Country_71,1926,17.04
Country_71,1927,16.8
Country_71,1928,17.09
Country_71,1929,17.06
Country_71,1930,17.09
Country_71,1931,17.27
Country_71,1932,16.91
Country_71,1933,17.14
Country_71,1934,16.89
Country_71,1935,17.31
Country_71,1936,16.81
Country_71,1937,17.02
Country_71,1938,17.15
Country_71,1939,16.84
Country_71,1940,17.23
Country_71,1941,17.58
Country_71,1942,17.19
Country_71,1943,17.13
Country_71,1944,16.76
Country_71,1945,17.21
Country_71,1946,17.01
Country_71,1947,17.29
Country_71,1948,17.38
Country_71,1949,17.58
Country_71,1950,17.67
Country_71,1951,17.34
Country_71,1952,16.87
Country_71,1953,17.69
Country_71,1954,17.42
Country_71,1955,17.83
Country_71,1956,17.4
Country_71,1957,17.2
Country_71,1958,18.06
Country_71,1959,17.62
Country_71,1960,17.47
Country_71,1961,17.79
Country_71,1962,17.69
Country_71,1963,17.94
Country_71,1964,17.65
Country_71,1965,17.82
Country_71,1966,17.81
Country_71,1967,18.05
Country_71,1968,17.58
Country_71,1969,17.87
Country_71,1970,17.52
Country_71,1971,17.56
Country_71,1972,17.61
Country_71,1973,17.79
Country_71,1974,17.48
Country_71,1975,17.93
Country_71,1976,17.68
Country_71,1977,18.15
Country_71,1978,17.8
Country_71,1979,17.42
Country_71,1980,17.65
Country_71,1981,18.81
Country_71,1982,18.0
Country_71,1983,18.32
Country_71,1984,17.99
Country_71,1985,18.26
Country_71,1986,17.78
Country_71,1987,18.17
Country_71,1988,18.48
Country_71,1989,17.4
Country_71,1990,17.5
Country_71,1991,17.41
Country_71,1992,17.83
Country_71,1993,18.66
Country_71,1994,18.16
Country_71,1995,18.08
Country_71,1996,18.79
Country_71,1997,18.7
Country_71,1998,17.93
Country_71,1999,18.52
Country_71,2000,17.77
Country_71,2001,17.51
Country_71,2002,18.1
Country_71,2003,18.1
Country_71,2004,17.87
Country_71,2005,18.13
Country_71,2006,18.42
Country_71,2007,18.84
Country_71,2008,18.28
Country_71,2009,18.35
Country_71,2010,18.34
Country_71,2011,18.14
Country_71,2012,18.02
Country_71,2013,18.78
Country_71,2014,18.96
Country_71,2015,18.65
Country_71,2016,18.71
Country_71,2017,18.19
Country_71,2018,18.21
Country_71,2019,18.17
Country_71,2020,18.21
Country_71,2021,18.16
Country_71,2022,18.68
Country_71,2023,18.46
Country_72,1900,14.36
Country_72,1901,14.15
Country_72,1902,14.3
Country_72,1903,13.84
Country_72,1904,13.99
Country_72,1905,14.01
Country_72,1906,14.76
Country_72,1907,14.37
Country_72,1908,14.31
Country_72,1909,14.12
Country_72,1910,14.45
Country_72,1911,14.26
Country_72,1912,14.8
Country_72,1913,14.14
Country_72,1914,14.66
Country_72,1915,14.76
Country_72,1916,14.52
Country_72,1917,14.79
Country_72,1918,14.68
Country_72,1919,14.12
Country_72,1920,14.79
Country_72,1921,14.55
Country_72,1922,14.65
Country_72,1923,14.58
Country_72,1924,15.14
Country_72,1925,14.92
Country_72,1926,14.65
Country_72,1927,14.4
Country_72,1928,14.42
Country_72,1929,14.32
Country_72,1930,15.1
Country_72,1931,14.6
Country_72,1932,14.62
Country_72,1933,15.24
Country_72,1934,14.71
Country_72,1935,14.43
Country_72,1936,15.07
Country_72,1937,14.83
Country_72,1938,14.44
Country_72,1939,14.8
Country_72,1940,14.83
Country_72,1941,15.23
Country_72,1942,14.71
Country_72,1943,14.6
Country_72,1944,15.01
Country_72,1945,15.13
Country_72,1946,15.66
Country_72,1947,15.17
Country_72,1948,15.63
Country_72,1949,15.7
Country_72,1950,15.68
Country_72,1951,15.32
Country_72,1952,15.01
Country_72,1953,15.04
Country_72,1954,14.92
Country_72,1955,15.08
Country_72,1956,14.84
Country_72,1957,15.25
Country_72,1958,15.24
Country_72,1959,14.98
Country_72,1960,14.59
Country_72,1961,14.94
Country_72,1962,14.56
Country_72,1963,15.21
Country_72,1964,14.84
Country_72,1965,15.03
Country_72,1966,14.95
Country_72,1967,15.32
Country_72,1968,15.59
Country_72,1969,14.92
Country_72,1970,15.59
Country_72,1971,15.94
Country_72,1972,14.97
Country_72,1973,15.82
Country_72,1974,15.2
Country_72,1975,15.24
Country_72,1976,15.2
Country_72,1977,15.29
Country_72,1978,15.54
Country_72,1979,15.37
Country_72,1980,15.27
Country_72,1981,15.42
Country_72,1982,15.16
Country_72,1983,16.17
Country_72,1984,15.06
Country_72,1985,16.03
Country_72,1986,15.42
Country_72,1987,15.44
Country_72,1988,16.33
Country_72,1989,15.7
Country_72,1990,15.64
Country_72,1991,15.72
Country_72,1992,16.03
Country_72,1993,15.84
Country_72,1994,15.55
Country_72,1995,15.75
Country_72,1996,16.28
Country_72,1997,15.01
Country_72,1998,15.36
Country_72,1999,15.79
Country_72,2000,15.72
Country_72,2001,15.32
Country_72,2002,15.32
Country_72,2003,16.17
Country_72,2004,15.73
Country_72,2005,15.94
Country_72,2006,16.05
Country_72,2007,16.28
Country_72,2008,15.75
Country_72,2009,15.61
Country_72,2010,15.44
Country_72,2011,15.85
Country_72,2012,15.8
Country_72,2013,16.05
Country_72,2014,15.44
Country_72,2015,16.16
Country_72,2016,15.9
Country_72,2017,16.07
Country_72,2018,16.68
Country_72,2019,15.93
Country_72,2020,15.56
Country_72,2021,16.62
Country_72,2022,16.71
Country_72,2023,16.08
Country_73,1900,21.64
Country_73,1901,21.92
Country_73,1902,21.61
Country_73,1903,22.03
Country_73,1904,22.11
Country_73,1905,22.5
Country_73,1906,21.65
Country_73,1907,21.5
Country_73,1908,21.63
Country_73,1909,21.87
Country_73,1910,21.96
Country_73,1911,21.83
Country_73,1912,21.9
Country_73,1913,22.21
Country_73,1914,22.22
Country_73,1915,21.89
Country_73,1916,22.04
Country_73,1917,22.07
Country_73,1918,22.22
Country_73,1919,21.49
Country_73,1920,21.89
