country,year,co2_emission
Country_41,2002,2627.57
Country_41,2003,2730.14
Country_41,2004,2764.54
Country_41,2005,2875.34
Country_41,2006,2938.05
Country_41,2007,3064.38
Country_41,2008,3113.99
Country_41,2009,3217.98
Country_41,2010,3286.71
Country_41,2011,3375.65
Country_41,2012,3509.16
Country_41,2013,3646.73
Country_41,2014,3801.76
Country_41,2015,3970.36
Country_41,2016,4139.61
Country_41,2017,4252.27
Country_41,2018,4443.84
Country_41,2019,4559.08
Country_41,2020,4690.77
Country_41,2021,4815.82
Country_41,2022,4971.97
Country_41,2023,5029.22
Country_42,1900,432.85
Country_42,1901,432.38
Country_42,1902,444.68
Country_42,1903,436.69
Country_42,1904,433.05
Country_42,1905,437.56
Country_42,1906,434.7
Country_42,1907,445.03
Country_42,1908,439.41
Country_42,1909,439.56
Country_42,1910,429.59
Country_42,1911,441.88
Country_42,1912,435.91
Country_42,1913,433.7
Country_42,1914,435.64
Country_42,1915,439.18
Country_42,1916,434.62
Country_42,1917,435.79
Country_42,1918,433.79
Country_42,1919,434.04
Country_42,1920,435.82
Country_42,1921,432.48
Country_42,1922,437.62
Country_42,1923,443.2
Country_42,1924,440.03
Country_42,1925,432.42
Country_42,1926,436.23
Country_42,1927,433.18
Country_42,1928,434.8
Country_42,1929,436.76
Country_42,1930,437.08
Country_42,1931,438.96
Country_42,1932,441.21
Country_42,1933,435.58
Country_42,1934,427.35
Country_42,1935,433.82
Country_42,1936,433.49
Country_42,1937,433.54
Country_42,1938,427.46
Country_42,1939,440.28
Country_42,1940,433.82
Country_42,1941,436.99
Country_42,1942,431.32
Country_42,1943,439.02
Country_42,1944,424.93
Country_42,1945,439.87
Country_42,1946,438.22
Country_42,1947,439.78
Country_42,1948,437.84
Country_42,1949,445.29
Country_42,1950,462.8
Country_42,1951,475.42
Country_42,1952,480.23
Country_42,1953,487.93
Country_42,1954,506.93
Country_42,1955,531.22
Country_42,1956,556.14
Country_42,1957,574.59
Country_42,1958,584.85
Country_42,1959,597.72
Country_42,1960,629.75
Country_42,1961,657.74
Country_42,1962,672.68
Country_42,1963,685.59
Country_42,1964,703.67
Country_42,1965,735.57
Country_42,1966,761.14
Country_42,1967,773.91
Country_42,1968,793.57
Country_42,1969,815.97
Country_42,1970,833.69
Country_42,1971,865.95
Country_42,1972,896.24
Country_42,1973,924.93
Country_42,1974,956.97
Country_42,1975,975.38
Country_42,1976,1010.24
Country_42,1977,1024.32
Country_42,1978,1034.71
Country_42,1979,1090.7
Country_42,1980,1116.61
Country_42,1981,1138.52
Country_42,1982,1186.45
Country_42,1983,1234.38
Country_42,1984,1252.89
Country_42,1985,1296.44
Country_42,1986,1355.89
Country_42,1987,1391.89
Country_42,1988,1414.62
Country_42,1989,1452.69
Country_42,1990,1495.33
Country_42,1991,1522.97
Country_42,1992,1541.53
Country_42,1993,1613.51
Country_42,1994,1644.24
Country_42,1995,1723.54
Country_42,1996,1789.99
Country_42,1997,1812.0
Country_42,1998,1833.82
Country_42,1999,1874.28
Country_42,2000,1919.91
Country_42,2001,1998.42
Country_42,2002,2091.43
Country_42,2003,2144.92
Country_42,2004,2187.9
Country_42,2005,2219.42
Country_42,2006,2306.33
Country_42,2007,2366.98
Country_42,2008,2463.39
Country_42,2009,2570.66
Country_42,2010,2637.82
Country_42,2011,2703.43
Country_42,2012,2748.35
Country_42,2013,2787.3
Country_42,2014,2847.63
Country_42,2015,2880.54
Country_42,2016,2961.27
Country_42,2017,3070.05
Country_42,2018,3173.02
Country_42,2019,3247.53
Country_42,2020,3378.43
Country_42,2021,3417.96
Country_42,2022,3522.88
Country_42,2023,3565.4
Country_43,1900,824.02
Country_43,1901,826.64
Country_43,1902,835.02
Country_43,1903,831.66
Country_43,1904,824.86
Country_43,1905,821.01
Country_43,1906,821.8
Country_43,1907,833.93
Country_43,1908,828.94
Country_43,1909,830.29
Country_43,1910,835.02
Country_43,1911,816.07
Country_43,1912,828.49
Country_43,1913,827.1
Country_43,1914,832.94
Country_43,1915,831.36
Country_43,1916,833.01
Country_43,1917,830.82
Country_43,1918,833.74
Country_43,1919,823.93
Country_43,1920,833.61
Country_43,1921,826.87
Country_43,1922,825.74
Country_43,1923,822.32
Country_43,1924,829.48
Country_43,1925,828.17
Country_43,1926,823.99
Country_43,1927,833.0
Country_43,1928,831.1
Country_43,1929,818.29
Country_43,1930,827.42
Country_43,1931,837.62
Country_43,1932,824.92
Country_43,1933,831.88
Country_43,1934,828.34
Country_43,1935,825.84
Country_43,1936,825.84
Country_43,1937,833.91
Country_43,1938,828.72
Country_43,1939,828.19
Country_43,1940,826.66
Country_43,1941,823.42
Country_43,1942,826.79
Country_43,1943,821.51
Country_43,1944,828.85
Country_43,1945,829.85
Country_43,1946,820.24
Country_43,1947,828.04
Country_43,1948,823.37
Country_43,1949,828.13
Country_43,1950,850.97
Country_43,1951,879.37
Country_43,1952,889.75
Country_43,1953,902.93
Country_43,1954,924.36
Country_43,1955,953.21
Country_43,1956,985.36
Country_43,1957,1026.54
Country_43,1958,1060.1
Country_43,1959,1091.68
Country_43,1960,1130.27
Country_43,1961,1159.1
Country_43,1962,1199.79
Country_43,1963,1209.3
Country_43,1964,1224.89
Country_43,1965,1240.09
Country_43,1966,1291.04
Country_43,1967,1361.63
Country_43,1968,1378.43
Country_43,1969,1441.95
Country_43,1970,1471.22
Country_43,1971,1508.92
Country_43,1972,1558.57
Country_43,1973,1570.93
Country_43,1974,1659.64
Country_43,1975,1692.68
Country_43,1976,1766.19
Country_43,1977,1787.55
Country_43,1978,1853.11
Country_43,1979,1863.39
Country_43,1980,1949.17
Country_43,1981,2033.65
Country_43,1982,2121.92
Country_43,1983,2146.45
Country_43,1984,2165.87
Country_43,1985,2233.25
Country_43,1986,2304.62
Country_43,1987,2362.63
Country_43,1988,2470.22
Country_43,1989,2568.73
Country_43,1990,2682.38
Country_43,1991,2806.54
Country_43,1992,2933.95
Country_43,1993,2968.72
Country_43,1994,3018.95
Country_43,1995,3122.33
Country_43,1996,3257.83
Country_43,1997,3342.5
Country_43,1998,3501.28
Country_43,1999,3658.83
Country_43,2000,3837.48
Country_43,2001,3937.21
Country_43,2002,4067.91
Country_43,2003,4271.01
Country_43,2004,4483.08
Country_43,2005,4645.16
Country_43,2006,4796.04
Country_43,2007,4960.21
Country_43,2008,5212.81
Country_43,2009,5371.28
Country_43,2010,5571.13
Country_43,2011,5631.42
Country_43,2012,5756.32
Country_43,2013,5854.57
Country_43,2014,6058.86
Country_43,2015,6235.63
Country_43,2016,6501.41
Country_43,2017,6653.58
Country_43,2018,6988.61
Country_43,2019,7177.15
Country_43,2020,7353.64
Country_43,2021,7465.68
Country_43,2022,7673.97
Country_43,2023,8026.48
Country_44,1900,585.03
Country_44,1901,595.31
Country_44,1902,593.1
Country_44,1903,588.54
Country_44,1904,574.34
Country_44,1905,578.9
Country_44,1906,584.39
Country_44,1907,584.83
Country_44,1908,582.05
Country_44,1909,588.26
Country_44,1910,591.7
Country_44,1911,589.15
Country_44,1912,587.5
Country_44,1913,587.96
Country_44,1914,584.67
Country_44,1915,586.59
Country_44,1916,590.57
Country_44,1917,578.76
Country_44,1918,582.19
Country_44,1919,591.52
Country_44,1920,591.71
Country_44,1921,586.3
Country_44,1922,582.98
Country_44,1923,586.35
Country_44,1924,586.21
Country_44,1925,592.73
Country_44,1926,586.18
Country_44,1927,583.63
Country_44,1928,586.45
Country_44,1929,592.19
Country_44,1930,580.07
Country_44,1931,591.78
Country_44,1932,599.08
Country_44,1933,591.91
Country_44,1934,585.18
Country_44,1935,581.96
Country_44,1936,596.0
Country_44,1937,585.69
Country_44,1938,591.04
Country_44,1939,580.32
Country_44,1940,594.15
Country_44,1941,589.29
Country_44,1942,589.82
Country_44,1943,588.27
Country_44,1944,593.01
Country_44,1945,584.63
Country_44,1946,591.52
Country_44,1947,587.48
Country_44,1948,591.54
Country_44,1949,582.35
Country_44,1950,612.53
Country_44,1951,635.75
Country_44,1952,662.34
Country_44,1953,680.85
Country_44,1954,680.35
Country_44,1955,707.82
Country_44,1956,733.14
Country_44,1957,774.12
Country_44,1958,786.27
Country_44,1959,802.78
Country_44,1960,832.29
Country_44,1961,859.86
Country_44,1962,899.51
Country_44,1963,922.44
Country_44,1964,967.28
Country_44,1965,998.19
Country_44,1966,1043.86
Country_44,1967,1074.08
Country_44,1968,1083.81
Country_44,1969,1103.87
Country_44,1970,1159.11
Country_44,1971,1215.07
Country_44,1972,1261.46
Country_44,1973,1290.29
Country_44,1974,1358.14
Country_44,1975,1364.31
Country_44,1976,1398.49
Country_44,1977,1450.23
Country_44,1978,1481.2
Country_44,1979,1530.67
Country_44,1980,1558.37
Country_44,1981,1604.29
Country_44,1982,1645.62
Country_44,1983,1714.85
Country_44,1984,1764.74
Country_44,1985,1846.16
Country_44,1986,1930.83
Country_44,1987,1972.19
Country_44,1988,2049.74
Country_44,1989,2086.65
Country_44,1990,2108.38
Country_44,1991,2209.93
Country_44,1992,2312.64
Country_44,1993,2392.48
Country_44,1994,2434.56
Country_44,1995,2467.87
Country_44,1996,2565.91
Country_44,1997,2663.37
Country_44,1998,2791.83
Country_44,1999,2819.68
Country_44,2000,2876.48
Country_44,2001,2914.71
Country_44,2002,3055.32
Country_44,2003,3149.52
Country_44,2004,3275.05
Country_44,2005,3340.08
Country_44,2006,3370.41
Country_44,2007,3489.83
Country_44,2008,3583.06
Country_44,2009,3710.06
Country_44,2010,3833.82
Country_44,2011,3890.41
Country_44,2012,3971.04
Country_44,2013,4099.53
Country_44,2014,4245.89
Country_44,2015,4354.46
Country_44,2016,4436.57
Country_44,2017,4481.98
Country_44,2018,4715.29
Country_44,2019,4872.18
Country_44,2020,5033.03
Country_44,2021,5212.67
Country_44,2022,5346.45
Country_44,2023,5556.38
Country_45,1900,959.01
Country_45,1901,970.92
Country_45,1902,958.54
Country_45,1903,971.49
Country_45,1904,964.73
Country_45,1905,968.97
Country_45,1906,961.61
Country_45,1907,968.07
Country_45,1908,956.64
Country_45,1909,960.63
Country_45,1910,963.92
Country_45,1911,972.8
Country_45,1912,959.49
Country_45,1913,973.61
Country_45,1914,965.35
Country_45,1915,964.53
Country_45,1916,963.13
Country_45,1917,953.13
Country_45,1918,963.82
Country_45,1919,963.93
Country_45,1920,962.23
Country_45,1921,956.69
Country_45,1922,959.86
Country_45,1923,961.42
Country_45,1924,961.65
Country_45,1925,957.82
Country_45,1926,969.05
Country_45,1927,956.93
Country_45,1928,964.29
Country_45,1929,960.98
Country_45,1930,962.38
Country_45,1931,961.86
Country_45,1932,971.08
Country_45,1933,960.06
Country_45,1934,968.88
Country_45,1935,972.44
Country_45,1936,969.14
Country_45,1937,965.57
Country_45,1938,958.47
Country_45,1939,959.08
Country_45,1940,956.59
Country_45,1941,958.1
Country_45,1942,967.17
Country_45,1943,959.02
Country_45,1944,965.06
Country_45,1945,963.81
Country_45,1946,965.1
Country_45,1947,962.97
Country_45,1948,965.28
Country_45,1949,963.74
Country_45,1950,1000.35
Country_45,1951,1012.2
Country_45,1952,1065.28
Country_45,1953,1096.09
Country_45,1954,1107.07
Country_45,1955,1151.83
Country_45,1956,1173.77
Country_45,1957,1233.85
Country_45,1958,1271.2
Country_45,1959,1292.09
Country_45,1960,1308.19
Country_45,1961,1334.85
Country_45,1962,1385.45
Country_45,1963,1421.64
Country_45,1964,1457.66
Country_45,1965,1510.76
Country_45,1966,1565.55
Country_45,1967,1611.4
Country_45,1968,1680.82
Country_45,1969,1755.42
Country_45,1970,1815.7
Country_45,1971,1866.25
Country_45,1972,1956.43
Country_45,1973,1987.71
Country_45,1974,2067.61
Country_45,1975,2167.8
Country_45,1976,2245.2
Country_45,1977,2300.25
Country_45,1978,2412.69
Country_45,1979,2461.65
Country_45,1980,2578.96
Country_45,1981,2607.1
Country_45,1982,2724.95
Country_45,1983,2791.27
Country_45,1984,2818.07
Country_45,1985,2874.75
Country_45,1986,2963.71
Country_45,1987,3084.96
Country_45,1988,3241.62
Country_45,1989,3344.55
Country_45,1990,3499.0
Country_45,1991,3570.27
Country_45,1992,3619.69
Country_45,1993,3773.05
Country_45,1994,3936.89
Country_45,1995,4057.22
Country_45,1996,4239.96
Country_45,1997,4356.5
Country_45,1998,4474.51
Country_45,1999,4548.66
Country_45,2000,4665.95
Country_45,2001,4883.73
Country_45,2002,5110.09
Country_45,2003,5193.39
Country_45,2004,5439.97
Country_45,2005,5644.85
Country_45,2006,5725.23
Country_45,2007,5909.64
Country_45,2008,6004.65
Country_45,2009,6170.18
Country_45,2010,6408.25
Country_45,2011,6596.16
Country_45,2012,6787.1
Country_45,2013,6941.89
Country_45,2014,7099.95
Country_45,2015,7244.29
Country_45,2016,7342.09
Country_45,2017,7664.52
Country_45,2018,8042.7
Country_45,2019,8364.92
Country_45,2020,8700.38
Country_45,2021,8928.51
Country_45,2022,9303.23
Country_45,2023,9573.94
Country_46,1900,38.2
Country_46,1901,41.17
Country_46,1902,41.44
Country_46,1903,37.17
Country_46,1904,45.7
Country_46,1905,41.69
Country_46,1906,35.46
Country_46,1907,46.33
Country_46,1908,37.68
Country_46,1909,33.11
Country_46,1910,43.98
Country_46,1911,41.44
Country_46,1912,39.73
Country_46,1913,51.03
Country_46,1914,35.8
Country_46,1915,32.86
Country_46,1916,35.9
Country_46,1917,37.71
Country_46,1918,37.85
Country_46,1919,43.16
Country_46,1920,47.61
Country_46,1921,42.66
Country_46,1922,41.81
Country_46,1923,33.43
Country_46,1924,28.73
Country_46,1925,39.77
Country_46,1926,34.81
Country_46,1927,40.7
Country_46,1928,41.36
Country_46,1929,43.51
Country_46,1930,47.14
Country_46,1931,42.04
Country_46,1932,42.78
Country_46,1933,46.09
Country_46,1934,52.57
Country_46,1935,36.38
Country_46,1936,37.3
Country_46,1937,41.4
Country_46,1938,39.85
Country_46,1939,38.42
Country_46,1940,36.69
Country_46,1941,36.97
Country_46,1942,41.59
Country_46,1943,47.7
Country_46,1944,39.83
Country_46,1945,51.11
Country_46,1946,42.43
Country_46,1947,40.81
Country_46,1948,40.88
Country_46,1949,42.6
Country_46,1950,38.26
Country_46,1951,46.95
Country_46,1952,41.87
Country_46,1953,44.28
Country_46,1954,49.32
Country_46,1955,52.29
Country_46,1956,60.27
Country_46,1957,56.24
Country_46,1958,54.87
Country_46,1959,60.92
Country_46,1960,59.03
Country_46,1961,58.12
Country_46,1962,63.86
Country_46,1963,62.34
Country_46,1964,72.94
Country_46,1965,73.44
Country_46,1966,68.5
Country_46,1967,74.16
Country_46,1968,81.8
Country_46,1969,73.13
Country_46,1970,82.37
Country_46,1971,91.92
Country_46,1972,95.58
Country_46,1973,99.18
Country_46,1974,92.08
Country_46,1975,103.33
Country_46,1976,101.88
Country_46,1977,87.62
Country_46,1978,92.14
Country_46,1979,99.9
Country_46,1980,109.55
Country_46,1981,112.83
Country_46,1982,112.89
Country_46,1983,109.29
Country_46,1984,119.43
Country_46,1985,126.1
Country_46,1986,127.48
Country_46,1987,126.06
Country_46,1988,130.99
Country_46,1989,129.13
Country_46,1990,133.0
Country_46,1991,137.61
Country_46,1992,152.55
Country_46,1993,149.32
Country_46,1994,159.41
Country_46,1995,163.94
Country_46,1996,162.19
Country_46,1997,170.88
Country_46,1998,190.87
Country_46,1999,196.26
Country_46,2000,185.23
Country_46,2001,206.42
Country_46,2002,217.36
Country_46,2003,219.23
Country_46,2004,238.71
Country_46,2005,220.91
Country_46,2006,230.35
Country_46,2007,241.28
Country_46,2008,249.17
Country_46,2009,257.79
Country_46,2010,267.26
Country_46,2011,268.99
Country_46,2012,293.34
Country_46,2013,290.74
Country_46,2014,289.88
Country_46,2015,299.87
Country_46,2016,305.84
Country_46,2017,323.53
Country_46,2018,323.66
Country_46,2019,333.55
Country_46,2020,340.61
Country_46,2021,357.93
Country_46,2022,366.11
Country_46,2023,377.88
Country_47,1900,30.92
Country_47,1901,34.48
Country_47,1902,40.93
Country_47,1903,36.91
Country_47,1904,39.21
Country_47,1905,42.74
Country_47,1906,39.45
Country_47,1907,41.28
Country_47,1908,35.01
Country_47,1909,37.49
Country_47,1910,50.37
Country_47,1911,37.67
Country_47,1912,33.27
Country_47,1913,40.96
Country_47,1914,41.23
Country_47,1915,40.82
Country_47,1916,34.87
Country_47,1917,31.47
Country_47,1918,42.77
Country_47,1919,41.0
Country_47,1920,27.74
Country_47,1921,29.84
Country_47,1922,40.53
Country_47,1923,30.58
Country_47,1924,35.35
Country_47,1925,37.99
Country_47,1926,35.93
Country_47,1927,29.17
Country_47,1928,46.96
Country_47,1929,39.36
Country_47,1930,36.82
Country_47,1931,31.41
Country_47,1932,37.53
Country_47,1933,38.2
Country_47,1934,31.26
Country_47,1935,41.44
Country_47,1936,43.62
Country_47,1937,29.34
Country_47,1938,37.95
Country_47,1939,34.99
Country_47,1940,37.25
Country_47,1941,35.61
Country_47,1942,33.08
Country_47,1943,49.44
Country_47,1944,38.76
Country_47,1945,34.6
Country_47,1946,29.31
Country_47,1947,41.47
Country_47,1948,44.86
Country_47,1949,39.21
Country_47,1950,36.4
Country_47,1951,37.41
Country_47,1952,38.19
Country_47,1953,37.27
Country_47,1954,50.29
Country_47,1955,42.5
Country_47,1956,37.94
Country_47,1957,51.43
Country_47,1958,38.38
Country_47,1959,44.76
Country_47,1960,50.07
Country_47,1961,48.82
Country_47,1962,53.91
Country_47,1963,48.92
Country_47,1964,62.85
Country_47,1965,62.85
Country_47,1966,62.85
Country_47,1967,56.55
Country_47,1968,58.55
Country_47,1969,61.5
Country_47,1970,59.03
Country_47,1971,55.81
Country_47,1972,77.06
Country_47,1973,64.18
Country_47,1974,72.15
Country_47,1975,72.77
Country_47,1976,73.62
Country_47,1977,85.48
Country_47,1978,79.39
Country_47,1979,77.93
Country_47,1980,86.89
Country_47,1981,91.8
Country_47,1982,87.6
Country_47,1983,91.29
Country_47,1984,93.07
Country_47,1985,106.2
Country_47,1986,91.57
Country_47,1987,106.47
Country_47,1988,114.74
Country_47,1989,119.08
Country_47,1990,122.32
Country_47,1991,120.97
Country_47,1992,118.74
Country_47,1993,118.65
Country_47,1994,125.86
Country_47,1995,131.63
Country_47,1996,127.09
Country_47,1997,134.51
Country_47,1998,140.62
Country_47,1999,154.04
Country_47,2000,152.6
Country_47,2001,159.63
Country_47,2002,156.39
Country_47,2003,161.05
Country_47,2004,171.19
Country_47,2005,171.84
Country_47,2006,178.47
Country_47,2007,184.03
Country_47,2008,196.33
Country_47,2009,194.78
Country_47,2010,207.91
Country_47,2011,222.29
Country_47,2012,217.27
Country_47,2013,222.3
Country_47,2014,228.49
Country_47,2015,229.3
Country_47,2016,241.9
Country_47,2017,260.12
Country_47,2018,256.74
Country_47,2019,271.21
Country_47,2020,267.46
Country_47,2021,280.71
Country_47,2022,280.87
Country_47,2023,306.32
Country_48,1900,268.16
Country_48,1901,279.92
Country_48,1902,275.23
Country_48,1903,268.05
Country_48,1904,282.01
Country_48,1905,271.2
Country_48,1906,266.92
Country_48,1907,278.03
Country_48,1908,270.42
Country_48,1909,263.71
Country_48,1910,266.18
Country_48,1911,275.85
Country_48,1912,274.43
Country_48,1913,272.47
Country_48,1914,267.89
Country_48,1915,278.02
Country_48,1916,279.46
Country_48,1917,272.99
Country_48,1918,266.8
Country_48,1919,266.98
Country_48,1920,276.85
Country_48,1921,265.45
Country_48,1922,274.59
Country_48,1923,271.99
Country_48,1924,274.39
Country_48,1925,283.69
Country_48,1926,270.41
Country_48,1927,273.25
Country_48,1928,273.09
Country_48,1929,265.58
Country_48,1930,271.3
Country_48,1931,265.15
Country_48,1932,265.12
Country_48,1933,273.6
Country_48,1934,271.67
Country_48,1935,279.64
Country_48,1936,266.32
Country_48,1937,261.29
Country_48,1938,263.0
Country_48,1939,271.28
Country_48,1940,278.32
Country_48,1941,266.68
Country_48,1942,275.16
Country_48,1943,266.29
Country_48,1944,269.89
Country_48,1945,270.53
Country_48,1946,272.44
Country_48,1947,275.99
Country_48,1948,278.91
Country_48,1949,270.46
Country_48,1950,282.45
Country_48,1951,291.1
Country_48,1952,287.83
Country_48,1953,299.25
Country_48,1954,312.12
Country_48,1955,319.27
Country_48,1956,321.84
Country_48,1957,343.05
Country_48,1958,339.77
Country_48,1959,339.16
Country_48,1960,349.46
Country_48,1961,375.85
Country_48,1962,389.88
Country_48,1963,410.3
Country_48,1964,432.95
Country_48,1965,433.65
Country_48,1966,438.43
Country_48,1967,450.23
Country_48,1968,467.55
Country_48,1969,478.97
Country_48,1970,493.36
Country_48,1971,501.39
Country_48,1972,508.47
Country_48,1973,521.55
Country_48,1974,537.83
Country_48,1975,556.28
Country_48,1976,569.97
Country_48,1977,569.4
Country_48,1978,586.64
Country_48,1979,594.93
Country_48,1980,619.34
Country_48,1981,635.34
Country_48,1982,664.36
Country_48,1983,669.31
Country_48,1984,686.06
Country_48,1985,712.94
Country_48,1986,744.25
Country_48,1987,774.89
Country_48,1988,796.6
Country_48,1989,825.04
Country_48,1990,841.43
Country_48,1991,857.41
Country_48,1992,901.15
Country_48,1993,924.25
Country_48,1994,957.95
Country_48,1995,983.29
Country_48,1996,1038.77
Country_48,1997,1050.22
Country_48,1998,1088.27
Country_48,1999,1123.42
Country_48,2000,1165.05
Country_48,2001,1199.14
Country_48,2002,1242.66
Country_48,2003,1280.83
Country_48,2004,1290.02
Country_48,2005,1319.77
Country_48,2006,1384.91
Country_48,2007,1448.38
Country_48,2008,1482.89
Country_48,2009,1530.42
Country_48,2010,1588.1
Country_48,2011,1651.14
Country_48,2012,1682.74
Country_48,2013,1763.34
Country_48,2014,1829.4
Country_48,2015,1867.46
Country_48,2016,1907.32
Country_48,2017,1956.71
Country_48,2018,2026.84
Country_48,2019,2107.6
Country_48,2020,2208.83
Country_48,2021,2312.08
Country_48,2022,2376.49
Country_48,2023,2428.14
Country_49,1900,759.35
Country_49,1901,752.43
Country_49,1902,755.45
Country_49,1903,755.57
Country_49,1904,752.49
Country_49,1905,749.45
Country_49,1906,762.05
Country_49,1907,752.18
Country_49,1908,749.76
Country_49,1909,743.09
Country_49,1910,759.27
Country_49,1911,765.6
Country_49,1912,757.36
Country_49,1913,764.69
Country_49,1914,753.52
Country_49,1915,760.01
Country_49,1916,744.97
Country_49,1917,755.45
Country_49,1918,770.15
Country_49,1919,759.18
Country_49,1920,756.65
Country_49,1921,761.0
Country_49,1922,754.13
Country_49,1923,755.69
Country_49,1924,751.45
Country_49,1925,755.56
Country_49,1926,751.2
Country_49,1927,759.93
Country_49,1928,757.79
Country_49,1929,759.36
Country_49,1930,752.66
Country_49,1931,767.25
Country_49,1932,762.89
Country_49,1933,765.46
Country_49,1934,757.08
Country_49,1935,765.68
Country_49,1936,758.13
Country_49,1937,752.15
Country_49,1938,749.87
Country_49,1939,759.88
Country_49,1940,763.31
Country_49,1941,758.66
Country_49,1942,765.97
Country_49,1943,765.21
Country_49,1944,763.49
Country_49,1945,758.97
Country_49,1946,761.73
Country_49,1947,760.33
Country_49,1948,755.89
Country_49,1949,755.7
Country_49,1950,786.01
Country_49,1951,811.46
Country_49,1952,840.99
Country_49,1953,876.43
Country_49,1954,893.53
Country_49,1955,935.64
Country_49,1956,976.62
Country_49,1957,991.91
Country_49,1958,1012.6
Country_49,1959,1066.56
Country_49,1960,1072.66
Country_49,1961,1112.78
Country_49,1962,1156.68
Country_49,1963,1203.84
Country_49,1964,1219.49
Country_49,1965,1242.91
Country_49,1966,1285.8
Country_49,1967,1346.87
Country_49,1968,1409.6
Country_49,1969,1440.37
Country_49,1970,1459.35
Country_49,1971,1528.05
Country_49,1972,1577.71
Country_49,1973,1632.88
Country_49,1974,1645.34
Country_49,1975,1678.62
Country_49,1976,1754.25
Country_49,1977,1824.12
Country_49,1978,1845.32
Country_49,1979,1891.12
Country_49,1980,1965.29
Country_49,1981,2007.57
Country_49,1982,2066.99
Country_49,1983,2141.6
Country_49,1984,2229.57
Country_49,1985,2310.43
Country_49,1986,2381.2
Country_49,1987,2462.67
Country_49,1988,2573.02
Country_49,1989,2620.93
Country_49,1990,2697.91
Country_49,1991,2806.99
Country_49,1992,2861.52
Country_49,1993,2916.08
Country_49,1994,3029.29
Country_49,1995,3075.22
Country_49,1996,3205.58
Country_49,1997,3347.04
Country_49,1998,3389.92
Country_49,1999,3509.08
Country_49,2000,3627.43
Country_49,2001,3809.69
Country_49,2002,3974.74
Country_49,2003,4017.58
Country_49,2004,4094.1
Country_49,2005,4179.34
Country_49,2006,4241.9
Country_49,2007,4310.68
Country_49,2008,4478.28
Country_49,2009,4611.39
Country_49,2010,4778.32
Country_49,2011,4897.46
Country_49,2012,5058.83
Country_49,2013,5226.31
Country_49,2014,5324.89
Country_49,2015,5506.1
Country_49,2016,5701.29
Country_49,2017,5905.11
Country_49,2018,6096.81
Country_49,2019,6270.08
Country_49,2020,6346.66
Country_49,2021,6481.49
Country_49,2022,6690.0
Country_49,2023,6915.82
Country_50,1900,788.55
Country_50,1901,788.03
Country_50,1902,780.01
Country_50,1903,783.46
Country_50,1904,783.07
Country_50,1905,783.09
Country_50,1906,791.29
Country_50,1907,782.17
Country_50,1908,782.74
Country_50,1909,786.58
Country_50,1910,788.97
Country_50,1911,785.68
Country_50,1912,785.9
Country_50,1913,780.53
Country_50,1914,782.8
Country_50,1915,788.89
Country_50,1916,792.12
Country_50,1917,783.9
Country_50,1918,784.49
Country_50,1919,787.7
Country_50,1920,787.76
Country_50,1921,780.2
Country_50,1922,783.47
Country_50,1923,788.38
Country_50,1924,786.82
Country_50,1925,788.17
Country_50,1926,797.87
Country_50,1927,788.98
Country_50,1928,780.59
Country_50,1929,780.4
Country_50,1930,778.35
Country_50,1931,782.13
Country_50,1932,790.25
Country_50,1933,783.39
Country_50,1934,782.74
Country_50,1935,784.73
Country_50,1936,773.83
Country_50,1937,784.04
Country_50,1938,780.55
Country_50,1939,797.7
Country_50,1940,784.32
Country_50,1941,785.04
Country_50,1942,784.04
Country_50,1943,779.11
Country_50,1944,783.45
Country_50,1945,788.53
Country_50,1946,785.82
Country_50,1947,782.85
Country_50,1948,785.09
Country_50,1949,784.24
Country_50,1950,815.61
Country_50,1951,849.52
Country_50,1952,885.11
Country_50,1953,918.13
Country_50,1954,956.18
Country_50,1955,987.84
Country_50,1956,1003.83
Country_50,1957,1037.99
Country_50,1958,1066.42
Country_50,1959,1095.64
Country_50,1960,1124.25
Country_50,1961,1191.8
Country_50,1962,1215.08
Country_50,1963,1254.85
Country_50,1964,1273.16
Country_50,1965,1299.85
Country_50,1966,1326.12
Country_50,1967,1363.45
Country_50,1968,1415.28
Country_50,1969,1441.87
Country_50,1970,1452.25
Country_50,1971,1500.73
Country_50,1972,1532.38
Country_50,1973,1594.09
Country_50,1974,1658.54
Country_50,1975,1699.26
Country_50,1976,1753.07
Country_50,1977,1789.52
Country_50,1978,1836.92
Country_50,1979,1872.42
Country_50,1980,1907.29
Country_50,1981,1932.56
Country_50,1982,2012.62
Country_50,1983,2043.31
Country_50,1984,2138.28
Country_50,1985,2229.67
Country_50,1986,2334.41
Country_50,1987,2361.78
Country_50,1988,2409.9
Country_50,1989,2457.15
Country_50,1990,2506.61
Country_50,1991,2528.08
Country_50,1992,2613.36
Country_50,1993,2718.74
Country_50,1994,2761.22
Country_50,1995,2881.04
Country_50,1996,2979.29
Country_50,1997,3136.53
Country_50,1998,3189.02
Country_50,1999,3253.58
Country_50,2000,3401.82
Country_50,2001,3473.19
Country_50,2002,3556.12
Country_50,2003,3650.61
Country_50,2004,3830.76
Country_50,2005,3989.62
Country_50,2006,4045.26
Country_50,2007,4163.77
Country_50,2008,4259.83
Country_50,2009,4334.36
Country_50,2010,4502.69
Country_50,2011,4673.02
Country_50,2012,4879.29
Country_50,2013,5029.62
Country_50,2014,5256.97
Country_50,2015,5444.78
