country,year,avg_precipitation
Country_50,2023,1342.6
Country_51,1900,1801.6
Country_51,1901,1831.1
Country_51,1902,1772.0
Country_51,1903,1753.5
Country_51,1904,1801.3
Country_51,1905,1809.2
Country_51,1906,1838.7
Country_51,1907,1768.7
Country_51,1908,1789.4
Country_51,1909,1863.0
Country_51,1910,1744.4
Country_51,1911,1812.3
Country_51,1912,1821.9
Country_51,1913,1915.2
Country_51,1914,1870.1
Country_51,1915,1835.2
Country_51,1916,1876.7
Country_51,1917,1802.7
Country_51,1918,1735.7
Country_51,1919,1824.0
Country_51,1920,1797.7
Country_51,1921,1790.3
Country_51,1922,1843.3
Country_51,1923,1837.2
Country_51,1924,1774.5
Country_51,1925,1781.2
Country_51,1926,1796.8
Country_51,1927,1826.5
Country_51,1928,1868.2
Country_51,1929,1812.1
Country_51,1930,1873.3
Country_51,1931,1804.0
Country_51,1932,1755.5
Country_51,1933,1848.6
Country_51,1934,1733.3
Country_51,1935,1845.8
Country_51,1936,1795.2
Country_51,1937,1887.9
Country_51,1938,1803.0
Country_51,1939,1819.1
Country_51,1940,1906.1
Country_51,1941,1807.1
Country_51,1942,1792.5
Country_51,1943,1776.0
Country_51,1944,1794.9
Country_51,1945,1777.4
Country_51,1946,1769.8
Country_51,1947,1854.1
Country_51,1948,1760.2
Country_51,1949,1822.2
Country_51,1950,1854.9
Country_51,1951,1781.4
Country_51,1952,1882.7
Country_51,1953,1830.0
Country_51,1954,1919.3
Country_51,1955,1814.8
Country_51,1956,1912.7
Country_51,1957,1800.9
Country_51,1958,1769.7
Country_51,1959,1789.5
Country_51,1960,1792.8
Country_51,1961,1767.8
Country_51,1962,1829.8
Country_51,1963,1825.0
Country_51,1964,1805.7
Country_51,1965,1819.0
Country_51,1966,1770.2
Country_51,1967,1750.5
Country_51,1968,1790.6
Country_51,1969,1699.7
Country_51,1970,1883.5
Country_51,1971,1896.5
Country_51,1972,1839.1
Country_51,1973,1866.9
Country_51,1974,1842.9
Country_51,1975,1793.3
Country_51,1976,1761.9
Country_51,1977,1832.8
Country_51,1978,1871.0
Country_51,1979,1844.4
Country_51,1980,1871.1
Country_51,1981,1810.3
Country_51,1982,1764.7
Country_51,1983,1843.2
Country_51,1984,1781.9
Country_51,1985,1876.0
Country_51,1986,1833.3
Country_51,1987,1839.8
Country_51,1988,1923.1
Country_51,1989,1859.6
Country_51,1990,1836.9
Country_51,1991,1820.7
Country_51,1992,1835.9
Country_51,1993,1811.9
Country_51,1994,1820.4
Country_51,1995,1791.7
Country_51,1996,1749.8
Country_51,1997,1802.6
Country_51,1998,1727.7
Country_51,1999,1915.5
Country_51,2000,1901.4
Country_51,2001,1852.0
Country_51,2002,1817.8
Country_51,2003,1811.9
Country_51,2004,1752.5
Country_51,2005,1780.2
Country_51,2006,1859.7
Country_51,2007,1796.8
Country_51,2008,1955.3
Country_51,2009,1740.4
Country_51,2010,1760.2
Country_51,2011,1734.3
Country_51,2012,1851.9
Country_51,2013,1848.9
Country_51,2014,1774.8
Country_51,2015,1787.6
Country_51,2016,1895.7
Country_51,2017,1855.9
Country_51,2018,1804.4
Country_51,2019,1777.9
Country_51,2020,1886.0
Country_51,2021,1771.8
Country_51,2022,1873.4
Country_51,2023,1902.3
Country_52,1900,1055.8
Country_52,1901,1200.9
Country_52,1902,1166.2
Country_52,1903,1231.6
Country_52,1904,1165.2
Country_52,1905,1123.1
Country_52,1906,1128.6
Country_52,1907,1190.7
Country_52,1908,1227.5
Country_52,1909,1180.4
Country_52,1910,1148.6
Country_52,1911,1169.1
Country_52,1912,1197.0
Country_52,1913,1166.6
Country_52,1914,1246.8
Country_52,1915,1198.4
Country_52,1916,1101.6
Country_52,1917,1190.5
Country_52,1918,1106.7
Country_52,1919,1071.9
Country_52,1920,1109.9
Country_52,1921,1179.2
Country_52,1922,1098.4
Country_52,1923,1184.0
Country_52,1924,1230.2
Country_52,1925,1223.3
Country_52,1926,1154.3
Country_52,1927,1098.4
Country_52,1928,1113.6
Country_52,1929,1173.7
Country_52,1930,1148.8
Country_52,1931,1163.9
Country_52,1932,1151.7
Country_52,1933,1175.0
Country_52,1934,1073.6
Country_52,1935,1111.3
Country_52,1936,1140.1
Country_52,1937,1237.5
Country_52,1938,1118.8
Country_52,1939,1190.9
Country_52,1940,1145.5
Country_52,1941,1143.4
Country_52,1942,1157.0
Country_52,1943,1192.9
Country_52,1944,1186.0
Country_52,1945,1072.7
Country_52,1946,1230.2
Country_52,1947,1184.6
Country_52,1948,1137.7
Country_52,1949,1148.8
Country_52,1950,1138.7
Country_52,1951,1263.7
Country_52,1952,1125.5
Country_52,1953,1114.3
Country_52,1954,1094.3
Country_52,1955,1180.9
Country_52,1956,1109.7
Country_52,1957,1152.4
Country_52,1958,1160.0
Country_52,1959,1139.3
Country_52,1960,1156.3
Country_52,1961,1148.4
Country_52,1962,1190.5
Country_52,1963,1193.0
Country_52,1964,1285.1
Country_52,1965,1135.8
Country_52,1966,1181.5
Country_52,1967,1214.5
Country_52,1968,1182.4
Country_52,1969,1229.9
Country_52,1970,1130.5
Country_52,1971,1245.8
Country_52,1972,1244.4
Country_52,1973,1240.5
Country_52,1974,1158.2
Country_52,1975,1151.9
Country_52,1976,1166.9
Country_52,1977,1112.1
Country_52,1978,1153.6
Country_52,1979,1091.7
Country_52,1980,1190.4
Country_52,1981,1134.1
Country_52,1982,1228.2
Country_52,1983,1130.5
Country_52,1984,1119.2
Country_52,1985,1172.8
Country_52,1986,1163.3
Country_52,1987,1136.4
Country_52,1988,1200.4
Country_52,1989,1159.7
Country_52,1990,1112.6
Country_52,1991,1189.3
Country_52,1992,1080.5
Country_52,1993,1228.0
Country_52,1994,1060.9
Country_52,1995,1077.8
Country_52,1996,1131.5
Country_52,1997,1049.2
Country_52,1998,1185.5
Country_52,1999,1222.5
Country_52,2000,1163.4
Country_52,2001,1157.0
Country_52,2002,1217.7
Country_52,2003,1148.1
Country_52,2004,1169.9
Country_52,2005,1159.6
Country_52,2006,1175.2
Country_52,2007,1104.9
Country_52,2008,1277.0
Country_52,2009,1154.2
Country_52,2010,1096.4
Country_52,2011,1129.8
Country_52,2012,1151.8
Country_52,2013,1193.1
Country_52,2014,1128.1
Country_52,2015,1270.0
Country_52,2016,1199.7
Country_52,2017,1169.5
Country_52,2018,1221.4
Country_52,2019,1165.6
Country_52,2020,1126.7
Country_52,2021,1178.0
Country_52,2022,1195.4
Country_52,2023,1178.5
Country_53,1900,1278.6
Country_53,1901,1336.8
Country_53,1902,1202.2
Country_53,1903,1181.9
Country_53,1904,1289.9
Country_53,1905,1226.7
Country_53,1906,1234.2
Country_53,1907,1354.4
Country_53,1908,1222.6
Country_53,1909,1196.2
Country_53,1910,1311.9
Country_53,1911,1275.3
Country_53,1912,1227.5
Country_53,1913,1250.0
Country_53,1914,1290.2
Country_53,1915,1233.3
Country_53,1916,1319.1
Country_53,1917,1314.4
Country_53,1918,1208.7
Country_53,1919,1273.4
Country_53,1920,1191.1
Country_53,1921,1304.2
Country_53,1922,1212.7
Country_53,1923,1306.6
Country_53,1924,1256.9
Country_53,1925,1356.1
Country_53,1926,1259.7
Country_53,1927,1244.4
Country_53,1928,1261.9
Country_53,1929,1206.8
Country_53,1930,1255.3
Country_53,1931,1432.1
Country_53,1932,1183.2
Country_53,1933,1316.3
Country_53,1934,1187.0
Country_53,1935,1222.5
Country_53,1936,1233.1
Country_53,1937,1256.2
Country_53,1938,1285.4
Country_53,1939,1271.8
Country_53,1940,1276.3
Country_53,1941,1316.0
Country_53,1942,1213.7
Country_53,1943,1241.8
Country_53,1944,1241.2
Country_53,1945,1286.3
Country_53,1946,1189.0
Country_53,1947,1225.5
Country_53,1948,1295.4
Country_53,1949,1246.0
Country_53,1950,1211.2
Country_53,1951,1275.5
Country_53,1952,1189.3
Country_53,1953,1251.1
Country_53,1954,1206.3
Country_53,1955,1219.1
Country_53,1956,1302.7
Country_53,1957,1279.0
Country_53,1958,1249.1
Country_53,1959,1285.6
Country_53,1960,1314.8
Country_53,1961,1245.6
Country_53,1962,1217.5
Country_53,1963,1295.0
Country_53,1964,1264.5
Country_53,1965,1222.2
Country_53,1966,1258.6
Country_53,1967,1286.4
Country_53,1968,1210.9
Country_53,1969,1228.5
Country_53,1970,1316.7
Country_53,1971,1273.0
Country_53,1972,1244.8
Country_53,1973,1155.4
Country_53,1974,1209.4
Country_53,1975,1164.7
Country_53,1976,1227.8
Country_53,1977,1277.0
Country_53,1978,1331.0
Country_53,1979,1345.1
Country_53,1980,1276.3
Country_53,1981,1240.0
Country_53,1982,1312.8
Country_53,1983,1290.9
Country_53,1984,1302.1
Country_53,1985,1238.9
Country_53,1986,1232.9
Country_53,1987,1200.9
Country_53,1988,1354.8
Country_53,1989,1288.1
Country_53,1990,1238.2
Country_53,1991,1270.7
Country_53,1992,1116.1
Country_53,1993,1282.2
Country_53,1994,1347.6
Country_53,1995,1328.0
Country_53,1996,1226.8
Country_53,1997,1273.2
Country_53,1998,1299.9
Country_53,1999,1269.3
Country_53,2000,1323.6
Country_53,2001,1279.2
Country_53,2002,1245.0
Country_53,2003,1299.0
Country_53,2004,1258.7
Country_53,2005,1345.4
Country_53,2006,1319.0
Country_53,2007,1190.3
Country_53,2008,1256.1
Country_53,2009,1288.5
Country_53,2010,1228.4
Country_53,2011,1204.0
Country_53,2012,1351.5
Country_53,2013,1290.9
Country_53,2014,1341.3
Country_53,2015,1188.9
Country_53,2016,1190.1
Country_53,2017,1225.1
Country_53,2018,1316.4
Country_53,2019,1233.7
Country_53,2020,1282.7
Country_53,2021,1241.1
Country_53,2022,1231.9
Country_53,2023,1226.3
Country_54,1900,1748.2
Country_54,1901,1835.1
Country_54,1902,1881.4
Country_54,1903,1877.5
Country_54,1904,1902.4
Country_54,1905,1919.0
Country_54,1906,1842.1
Country_54,1907,1829.1
Country_54,1908,1892.3
Country_54,1909,1879.0
Country_54,1910,1813.0
Country_54,1911,1824.3
Country_54,1912,1785.7
Country_54,1913,1843.9
Country_54,1914,1865.9
Country_54,1915,1890.8
Country_54,1916,1829.0
Country_54,1917,1844.4
Country_54,1918,1931.4
Country_54,1919,1849.7
Country_54,1920,1787.2
Country_54,1921,1917.4
Country_54,1922,1782.6
Country_54,1923,1793.3
Country_54,1924,1831.3
Country_54,1925,1787.4
Country_54,1926,1840.5
Country_54,1927,1833.9
Country_54,1928,1796.9
Country_54,1929,1823.3
Country_54,1930,1795.7
Country_54,1931,1876.1
Country_54,1932,1843.5
Country_54,1933,1828.1
Country_54,1934,1814.5
Country_54,1935,1930.6
Country_54,1936,1834.6
Country_54,1937,1875.0
Country_54,1938,1861.4
Country_54,1939,1778.2
Country_54,1940,1848.8
Country_54,1941,1771.6
Country_54,1942,1826.2
Country_54,1943,1884.6
Country_54,1944,1895.9
Country_54,1945,1709.3
Country_54,1946,1837.0
Country_54,1947,1890.6
Country_54,1948,1926.2
Country_54,1949,1869.2
Country_54,1950,1903.8
Country_54,1951,1907.3
Country_54,1952,1841.2
Country_54,1953,1809.9
Country_54,1954,1746.0
Country_54,1955,1850.9
Country_54,1956,1896.4
Country_54,1957,1828.8
Country_54,1958,1885.0
Country_54,1959,1898.0
Country_54,1960,1917.6
Country_54,1961,1792.1
Country_54,1962,1881.7
Country_54,1963,1916.3
Country_54,1964,1786.5
Country_54,1965,1804.5
Country_54,1966,1820.8
Country_54,1967,1885.6
Country_54,1968,1807.1
Country_54,1969,1868.7
Country_54,1970,1998.6
Country_54,1971,1793.1
Country_54,1972,1802.6
Country_54,1973,1811.4
Country_54,1974,1995.8
Country_54,1975,1819.5
Country_54,1976,1932.0
Country_54,1977,1839.7
Country_54,1978,1854.1
Country_54,1979,1858.7
Country_54,1980,1888.2
Country_54,1981,1906.8
Country_54,1982,1772.0
Country_54,1983,1791.1
Country_54,1984,1919.4
Country_54,1985,1802.3
Country_54,1986,1870.6
Country_54,1987,1868.3
Country_54,1988,1801.0
Country_54,1989,1830.6
Country_54,1990,1867.0
Country_54,1991,1876.7
Country_54,1992,1782.5
Country_54,1993,1870.5
Country_54,1994,1842.2
Country_54,1995,1909.4
Country_54,1996,1871.3
Country_54,1997,1923.3
Country_54,1998,1882.5
Country_54,1999,1883.6
Country_54,2000,1915.0
Country_54,2001,1880.4
Country_54,2002,1943.6
Country_54,2003,1780.2
Country_54,2004,1775.5
Country_54,2005,1799.9
Country_54,2006,1839.5
Country_54,2007,1863.6
Country_54,2008,1780.2
Country_54,2009,1849.8
Country_54,2010,1830.2
Country_54,2011,1860.7
Country_54,2012,1859.4
Country_54,2013,1803.9
Country_54,2014,1827.4
Country_54,2015,1869.8
Country_54,2016,1815.8
Country_54,2017,1927.8
Country_54,2018,2005.5
Country_54,2019,1788.5
Country_54,2020,1741.9
Country_54,2021,1785.4
Country_54,2022,1829.1
Country_54,2023,1875.1
Country_55,1900,752.9
Country_55,1901,708.7
Country_55,1902,723.1
Country_55,1903,724.2
Country_55,1904,826.7
Country_55,1905,698.4
Country_55,1906,746.1
Country_55,1907,703.1
Country_55,1908,645.2
Country_55,1909,722.4
Country_55,1910,769.1
Country_55,1911,792.5
Country_55,1912,735.2
Country_55,1913,813.9
Country_55,1914,721.2
Country_55,1915,753.9
Country_55,1916,787.8
Country_55,1917,788.8
Country_55,1918,715.9
Country_55,1919,664.3
Country_55,1920,793.6
Country_55,1921,753.7
Country_55,1922,724.1
Country_55,1923,745.5
Country_55,1924,734.8
Country_55,1925,759.8
Country_55,1926,732.0
Country_55,1927,751.0
Country_55,1928,745.2
Country_55,1929,833.8
Country_55,1930,779.2
Country_55,1931,719.7
Country_55,1932,709.4
Country_55,1933,693.8
Country_55,1934,706.6
Country_55,1935,767.2
Country_55,1936,773.0
Country_55,1937,852.2
Country_55,1938,745.7
Country_55,1939,758.2
Country_55,1940,731.8
Country_55,1941,755.9
Country_55,1942,727.2
Country_55,1943,778.5
Country_55,1944,732.8
Country_55,1945,775.5
Country_55,1946,731.3
Country_55,1947,741.1
Country_55,1948,668.7
Country_55,1949,693.8
Country_55,1950,759.3
Country_55,1951,749.6
Country_55,1952,624.8
Country_55,1953,751.7
Country_55,1954,660.6
Country_55,1955,750.1
Country_55,1956,577.5
Country_55,1957,696.3
Country_55,1958,663.1
Country_55,1959,721.4
Country_55,1960,710.2
Country_55,1961,695.0
Country_55,1962,765.1
Country_55,1963,834.0
Country_55,1964,792.4
Country_55,1965,709.5
Country_55,1966,725.2
Country_55,1967,804.7
Country_55,1968,770.2
Country_55,1969,823.6
Country_55,1970,704.2
Country_55,1971,691.4
Country_55,1972,680.6
Country_55,1973,707.3
Country_55,1974,642.8
Country_55,1975,694.5
Country_55,1976,771.4
Country_55,1977,742.1
Country_55,1978,721.6
Country_55,1979,745.0
Country_55,1980,729.1
Country_55,1981,775.7
Country_55,1982,733.6
Country_55,1983,706.4
Country_55,1984,660.7
Country_55,1985,749.4
Country_55,1986,760.9
Country_55,1987,748.2
Country_55,1988,687.1
Country_55,1989,656.8
Country_55,1990,728.9
Country_55,1991,714.1
Country_55,1992,642.0
Country_55,1993,668.0
Country_55,1994,644.8
Country_55,1995,764.7
Country_55,1996,676.0
Country_55,1997,689.2
Country_55,1998,668.9
Country_55,1999,771.4
Country_55,2000,746.2
Country_55,2001,696.0
Country_55,2002,662.0
Country_55,2003,632.2
Country_55,2004,656.3
Country_55,2005,677.6
Country_55,2006,741.4
Country_55,2007,774.4
Country_55,2008,752.3
Country_55,2009,683.4
Country_55,2010,607.7
Country_55,2011,674.1
Country_55,2012,719.9
Country_55,2013,720.9
Country_55,2014,764.6
Country_55,2015,723.0
Country_55,2016,718.4
Country_55,2017,690.3
Country_55,2018,690.3
Country_55,2019,680.1
Country_55,2020,704.9
Country_55,2021,721.4
Country_55,2022,733.4
Country_55,2023,703.8
Country_56,1900,1198.1
Country_56,1901,1172.5
Country_56,1902,1326.2
Country_56,1903,1272.0
Country_56,1904,1218.2
Country_56,1905,1298.8
Country_56,1906,1252.6
Country_56,1907,1236.6
Country_56,1908,1283.1
Country_56,1909,1268.8
Country_56,1910,1285.9
Country_56,1911,1215.3
Country_56,1912,1202.6
Country_56,1913,1142.1
Country_56,1914,1282.7
Country_56,1915,1245.1
Country_56,1916,1246.6
Country_56,1917,1237.7
Country_56,1918,1273.0
Country_56,1919,1196.9
Country_56,1920,1336.8
Country_56,1921,1163.0
Country_56,1922,1241.2
Country_56,1923,1202.6
Country_56,1924,1193.3
Country_56,1925,1244.5
Country_56,1926,1175.0
Country_56,1927,1293.8
Country_56,1928,1236.2
Country_56,1929,1216.0
Country_56,1930,1279.4
Country_56,1931,1308.7
Country_56,1932,1161.1
Country_56,1933,1183.0
Country_56,1934,1263.9
Country_56,1935,1216.2
Country_56,1936,1211.6
Country_56,1937,1252.6
Country_56,1938,1216.8
Country_56,1939,1282.9
Country_56,1940,1251.3
Country_56,1941,1219.6
Country_56,1942,1187.6
Country_56,1943,1174.6
Country_56,1944,1221.1
Country_56,1945,1292.5
Country_56,1946,1249.1
Country_56,1947,1260.5
Country_56,1948,1259.2
Country_56,1949,1278.2
Country_56,1950,1243.2
Country_56,1951,1224.3
Country_56,1952,1208.5
Country_56,1953,1295.9
Country_56,1954,1231.6
Country_56,1955,1195.6
Country_56,1956,1258.7
Country_56,1957,1260.9
Country_56,1958,1254.2
Country_56,1959,1159.5
Country_56,1960,1270.4
Country_56,1961,1229.0
Country_56,1962,1305.6
Country_56,1963,1212.3
Country_56,1964,1209.7
Country_56,1965,1189.5
Country_56,1966,1328.6
Country_56,1967,1214.7
Country_56,1968,1217.4
Country_56,1969,1269.8
Country_56,1970,1184.1
Country_56,1971,1231.8
Country_56,1972,1268.0
Country_56,1973,1179.9
Country_56,1974,1245.5
Country_56,1975,1330.4
Country_56,1976,1211.2
Country_56,1977,1304.8
Country_56,1978,1188.1
Country_56,1979,1170.4
Country_56,1980,1255.7
Country_56,1981,1235.2
Country_56,1982,1169.2
Country_56,1983,1162.9
Country_56,1984,1174.4
Country_56,1985,1292.3
Country_56,1986,1233.3
Country_56,1987,1244.6
Country_56,1988,1231.8
Country_56,1989,1157.9
Country_56,1990,1231.2
Country_56,1991,1247.8
Country_56,1992,1291.8
Country_56,1993,1235.3
Country_56,1994,1287.2
Country_56,1995,1295.2
Country_56,1996,1214.6
Country_56,1997,1378.4
Country_56,1998,1237.5
Country_56,1999,1296.4
Country_56,2000,1233.7
Country_56,2001,1302.0
Country_56,2002,1257.2
Country_56,2003,1367.9
Country_56,2004,1296.1
Country_56,2005,1287.7
Country_56,2006,1219.9
Country_56,2007,1209.4
Country_56,2008,1202.0
Country_56,2009,1223.4
Country_56,2010,1262.5
Country_56,2011,1216.2
Country_56,2012,1155.7
Country_56,2013,1251.6
Country_56,2014,1190.0
Country_56,2015,1204.0
Country_56,2016,1182.2
Country_56,2017,1292.6
Country_56,2018,1274.7
Country_56,2019,1259.4
Country_56,2020,1270.1
Country_56,2021,1270.6
Country_56,2022,1262.5
Country_56,2023,1281.7
Country_57,1900,1305.2
Country_57,1901,1384.6
Country_57,1902,1278.7
Country_57,1903,1327.9
Country_57,1904,1258.1
Country_57,1905,1337.7
Country_57,1906,1333.1
Country_57,1907,1315.2
Country_57,1908,1286.5
Country_57,1909,1267.7
Country_57,1910,1224.6
Country_57,1911,1355.6
Country_57,1912,1294.4
Country_57,1913,1328.8
Country_57,1914,1296.9
Country_57,1915,1332.3
Country_57,1916,1408.1
Country_57,1917,1360.4
Country_57,1918,1249.6
Country_57,1919,1347.3
Country_57,1920,1380.3
Country_57,1921,1271.3
Country_57,1922,1429.1
Country_57,1923,1323.6
Country_57,1924,1327.2
Country_57,1925,1375.5
Country_57,1926,1357.5
Country_57,1927,1335.1
Country_57,1928,1240.9
Country_57,1929,1305.9
Country_57,1930,1198.3
Country_57,1931,1260.8
Country_57,1932,1269.2
Country_57,1933,1333.7
Country_57,1934,1265.3
Country_57,1935,1326.5
Country_57,1936,1310.7
Country_57,1937,1325.6
Country_57,1938,1309.0
Country_57,1939,1337.3
Country_57,1940,1265.2
Country_57,1941,1422.6
Country_57,1942,1340.6
Country_57,1943,1391.3
Country_57,1944,1354.9
Country_57,1945,1377.3
Country_57,1946,1397.5
Country_57,1947,1245.9
Country_57,1948,1324.3
Country_57,1949,1360.6
Country_57,1950,1305.2
Country_57,1951,1314.2
Country_57,1952,1350.8
Country_57,1953,1374.9
Country_57,1954,1325.9
Country_57,1955,1233.2
Country_57,1956,1294.2
Country_57,1957,1342.1
Country_57,1958,1356.6
Country_57,1959,1286.2
Country_57,1960,1278.9
Country_57,1961,1362.2
Country_57,1962,1301.7
Country_57,1963,1365.8
Country_57,1964,1356.9
Country_57,1965,1300.7
Country_57,1966,1338.0
Country_57,1967,1379.3
Country_57,1968,1308.3
Country_57,1969,1359.0
Country_57,1970,1350.4
Country_57,1971,1408.0
Country_57,1972,1211.5
Country_57,1973,1270.2
Country_57,1974,1351.8
Country_57,1975,1296.4
Country_57,1976,1298.9
Country_57,1977,1337.3
Country_57,1978,1349.1
Country_57,1979,1256.7
Country_57,1980,1434.5
Country_57,1981,1314.9
Country_57,1982,1334.0
Country_57,1983,1318.5
Country_57,1984,1292.6
Country_57,1985,1303.7
Country_57,1986,1247.4
Country_57,1987,1368.8
Country_57,1988,1244.8
Country_57,1989,1401.6
Country_57,1990,1376.2
Country_57,1991,1382.5
Country_57,1992,1365.1
Country_57,1993,1363.5
Country_57,1994,1337.1
Country_57,1995,1283.6
Country_57,1996,1298.4
Country_57,1997,1374.8
Country_57,1998,1338.8
Country_57,1999,1318.1
Country_57,2000,1373.1
Country_57,2001,1248.2
Country_57,2002,1355.4
Country_57,2003,1296.1
Country_57,2004,1338.2
Country_57,2005,1385.1
Country_57,2006,1357.4
Country_57,2007,1381.1
Country_57,2008,1306.3
Country_57,2009,1284.8
Country_57,2010,1235.7
Country_57,2011,1306.6
Country_57,2012,1269.8
Country_57,2013,1317.4
Country_57,2014,1337.8
Country_57,2015,1271.4
Country_57,2016,1382.9
Country_57,2017,1282.0
Country_57,2018,1291.6
Country_57,2019,1292.1
Country_57,2020,1269.8
Country_57,2021,1377.5
Country_57,2022,1354.6
Country_57,2023,1228.1
Country_58,1900,1733.8
Country_58,1901,1787.3
Country_58,1902,1801.1
Country_58,1903,1687.2
Country_58,1904,1763.8
Country_58,1905,1819.9
Country_58,1906,1669.0
Country_58,1907,1749.5
Country_58,1908,1748.0
Country_58,1909,1749.8
Country_58,1910,1743.9
Country_58,1911,1726.3
Country_58,1912,1768.5
Country_58,1913,1698.7
Country_58,1914,1807.8
Country_58,1915,1746.3
Country_58,1916,1731.7
Country_58,1917,1737.5
Country_58,1918,1712.2
Country_58,1919,1804.5
Country_58,1920,1774.9
Country_58,1921,1715.0
Country_58,1922,1800.7
Country_58,1923,1758.9
Country_58,1924,1730.5
Country_58,1925,1757.9
Country_58,1926,1707.0
Country_58,1927,1736.6
Country_58,1928,1755.3
Country_58,1929,1763.8
Country_58,1930,1749.6
Country_58,1931,1804.9
Country_58,1932,1748.9
Country_58,1933,1757.1
Country_58,1934,1818.8
Country_58,1935,1733.9
Country_58,1936,1690.0
Country_58,1937,1822.6
Country_58,1938,1760.9
Country_58,1939,1726.3
Country_58,1940,1693.4
Country_58,1941,1636.2
Country_58,1942,1704.4
Country_58,1943,1706.4
Country_58,1944,1757.2
Country_58,1945,1714.6
Country_58,1946,1741.6
Country_58,1947,1719.6
Country_58,1948,1803.8
Country_58,1949,1657.3
Country_58,1950,1805.1
Country_58,1951,1819.6
Country_58,1952,1753.9
Country_58,1953,1760.4
Country_58,1954,1691.6
Country_58,1955,1751.6
Country_58,1956,1750.5
Country_58,1957,1809.6
Country_58,1958,1879.2
Country_58,1959,1752.6
Country_58,1960,1839.5
Country_58,1961,1670.0
Country_58,1962,1653.8
Country_58,1963,1723.5
Country_58,1964,1737.3
Country_58,1965,1698.6
Country_58,1966,1764.9
Country_58,1967,1734.3
Country_58,1968,1764.9
Country_58,1969,1787.1
Country_58,1970,1764.1
Country_58,1971,1758.4
Country_58,1972,1785.7
Country_58,1973,1774.1
Country_58,1974,1743.4
Country_58,1975,1746.4
Country_58,1976,1692.3
Country_58,1977,1755.8
Country_58,1978,1738.8
Country_58,1979,1789.7
Country_58,1980,1717.2
Country_58,1981,1764.7
Country_58,1982,1745.1
Country_58,1983,1806.7
Country_58,1984,1766.0
Country_58,1985,1716.9
Country_58,1986,1727.0
Country_58,1987,1759.7
Country_58,1988,1757.1
Country_58,1989,1707.1
Country_58,1990,1821.6
Country_58,1991,1707.4
Country_58,1992,1683.0
Country_58,1993,1653.4
Country_58,1994,1752.2
Country_58,1995,1693.9
Country_58,1996,1687.0
Country_58,1997,1740.0
Country_58,1998,1727.1
Country_58,1999,1770.4
Country_58,2000,1750.4
Country_58,2001,1727.1
Country_58,2002,1755.7
Country_58,2003,1713.8
Country_58,2004,1838.2
Country_58,2005,1774.5
Country_58,2006,1802.8
Country_58,2007,1724.7
Country_58,2008,1861.5
Country_58,2009,1766.0
Country_58,2010,1764.3
Country_58,2011,1664.8
Country_58,2012,1744.5
Country_58,2013,1755.5
Country_58,2014,1697.5
Country_58,2015,1741.9
Country_58,2016,1716.3
Country_58,2017,1780.1
Country_58,2018,1762.2
Country_58,2019,1802.6
Country_58,2020,1810.0
Country_58,2021,1800.7
Country_58,2022,1755.6
Country_58,2023,1711.8
Country_59,1900,737.2
Country_59,1901,803.4
Country_59,1902,773.7
Country_59,1903,770.4
Country_59,1904,722.0
Country_59,1905,710.9
Country_59,1906,766.1
Country_59,1907,789.5
Country_59,1908,781.8
Country_59,1909,722.2
Country_59,1910,777.3
Country_59,1911,704.1
Country_59,1912,865.5
Country_59,1913,749.6
Country_59,1914,797.9
Country_59,1915,758.6
Country_59,1916,712.8
Country_59,1917,752.5
Country_59,1918,744.4
Country_59,1919,726.3
Country_59,1920,751.4
Country_59,1921,843.8
Country_59,1922,779.8
Country_59,1923,788.4
Country_59,1924,784.4
Country_59,1925,730.2
Country_59,1926,801.2
Country_59,1927,819.5
Country_59,1928,880.9
Country_59,1929,739.2
Country_59,1930,621.3
Country_59,1931,793.8
Country_59,1932,757.5
Country_59,1933,824.4
Country_59,1934,800.5
Country_59,1935,778.4
Country_59,1936,801.0
Country_59,1937,772.1
Country_59,1938,715.4
Country_59,1939,725.4
Country_59,1940,778.4
Country_59,1941,827.4
Country_59,1942,770.9
Country_59,1943,809.0
Country_59,1944,743.8
Country_59,1945,772.3
Country_59,1946,749.8
Country_59,1947,711.8
Country_59,1948,821.6
Country_59,1949,849.6
Country_59,1950,774.2
Country_59,1951,697.8
Country_59,1952,780.7
Country_59,1953,718.7
Country_59,1954,772.1
Country_59,1955,750.0
Country_59,1956,752.4
Country_59,1957,722.8
Country_59,1958,685.4
Country_59,1959,790.4
Country_59,1960,838.1
Country_59,1961,706.2
Country_59,1962,876.8
Country_59,1963,775.5
Country_59,1964,802.5
Country_59,1965,688.6
Country_59,1966,791.3
Country_59,1967,761.5
Country_59,1968,729.7
Country_59,1969,764.1
Country_59,1970,810.5
Country_59,1971,801.6
Country_59,1972,790.1
Country_59,1973,698.8
Country_59,1974,872.1
Country_59,1975,768.1
Country_59,1976,827.5
Country_59,1977,711.2
Country_59,1978,775.6
Country_59,1979,716.0
Country_59,1980,653.1
Country_59,1981,730.6
Country_59,1982,851.1
Country_59,1983,760.1
Country_59,1984,735.4
Country_59,1985,811.5
Country_59,1986,707.9
Country_59,1987,793.1
Country_59,1988,699.1
Country_59,1989,709.3
Country_59,1990,712.6
Country_59,1991,759.0
Country_59,1992,830.3
Country_59,1993,780.9
Country_59,1994,843.5
Country_59,1995,831.4
Country_59,1996,789.8
Country_59,1997,744.0
Country_59,1998,772.5
Country_59,1999,753.6
